,team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Match_number,Season
2083,Australia,India,350/4,347 (49.4/50 ov),Australia won by 3 runs,"Fall of wickets: 1-145 (Shane Watson, 25.2 ov), 2-236 (Ricky Ponting, 38.5 ov), 3-270 (Shaun Marsh, 42.5 ov), 4-350 (Cameron White, 49.6 ov)","Fall of wickets: 1-66 (Virender Sehwag, 8.5 ov), 2-92 (Gautam Gambhir, 13.3 ov), 3-126 (Yuvraj Singh, 18.3 ov), 4-162 (MS Dhoni, 23.3 ov), 5-299 (Suresh Raina, 42.3 ov), 6-300 (Harbhajan Singh, 42.6 ov), 7-332 (Sachin Tendulkar, 47.1 ov), 8-333 (Ravindra Jadeja, 47.4 ov), 9-335 (Ashish Nehra, 48.1 ov), 10-347 (Praveen Kumar, 49.4 ov)",Australia tour of India 2009/10,"Australia , elected to bat first",ODI no. 2923,2009/10
2084,New Zealand,Pakistan,303/8,239 (47.2/50 ov),New Zealand won by 64 runs,"Fall of wickets: 1-21 (Aaron Redmond, 4.1 ov), 2-147 (Martin Guptill, 23.6 ov), 3-147 (Ross Taylor, 24.2 ov), 4-160 (Scott Styris, 27.4 ov), 5-214 (Daniel Vettori, 37.4 ov), 6-218 (Neil Broom, 38.3 ov), 7-274 (Brendon McCullum, 46.2 ov), 8-287 (Kyle Mills, 48.1 ov)","Fall of wickets: 1-77 (Khalid Latif, 16.2 ov), 2-124 (Younis Khan, 27.2 ov), 3-125 (Shahid Afridi, 27.3 ov), 4-133 (Kamran Akmal, 29.5 ov), 5-134 (Salman Butt, 30.3 ov), 6-158 (Mohammad Yousuf, 34.3 ov), 7-194 (Shoaib Malik, 40.2 ov), 8-209 (Umar Gul, 42.6 ov), 9-231 (Abdul Razzaq, 46.1 ov), 10-239 (Mohammad Amir, 47.2 ov)",Pakistan v New Zealand ODI Series 2009/10,"New Zealand , elected to bat first",ODI no. 2924,2009/10
2085,India,Australia,170,172/4 (41.5/50 ov),Australia won by 6 wickets (with 49 balls remaining),"Fall of wickets: 1-7 (Virender Sehwag, 0.4 ov), 2-7 (Gautam Gambhir, 0.6 ov), 3-23 (Sachin Tendulkar, 5.1 ov), 4-24 (Yuvraj Singh, 7.6 ov), 5-27 (Suresh Raina, 8.6 ov), 6-75 (MS Dhoni, 30.1 ov), 7-75 (Harbhajan Singh, 30.3 ov), 8-149 (Ravindra Jadeja, 44.1 ov), 9-170 (Ashish Nehra, 47.4 ov), 10-170 (Munaf Patel, 47.6 ov)","Fall of wickets: 1-24 (Shaun Marsh, 4.3 ov), 2-85 (Shane Watson, 18.6 ov), 3-90 (Ricky Ponting, 20.4 ov), 4-143 (Cameron White, 36.3 ov)",Australia tour of India 2009/10,"India , elected to bat first",ODI no. 2925,2009/10
2086,South Africa,Zimbabwe,295/5,250/6 (50 ov),South Africa won by 45 runs,"Fall of wickets: 1-67 (Graeme Smith, 13.3 ov), 2-157 (AB de Villiers, 28.3 ov), 3-185 (Hashim Amla, 35.1 ov), 4-202 (Mark Boucher, 38.2 ov), 5-288 (Alviro Petersen, 48.6 ov)","Fall of wickets: 1-11 (Mark Vermeulen, 5.1 ov), 2-35 (Chamu Chibhabha, 11.3 ov), 3-40 (Brendan Taylor, 13.5 ov), 4-44 (Hamilton Masakadza, 16.2 ov), 5-48 (Elton Chigumbura, 16.6 ov), 6-236 (Stuart Matsikenyeri, 47.6 ov)",Zimbabwe tour of South Africa 2009/10,"Zimbabwe , elected to field first",ODI no. 2926,2009/10
2087,New Zealand,Pakistan,211,204 (49.1/50 ov),New Zealand won by 7 runs,"Fall of wickets: 1-72 (Aaron Redmond, 11.3 ov), 2-88 (Martin Guptill, 16.3 ov), 3-138 (Brendon McCullum, 26.3 ov), 4-164 (Scott Styris, 33.3 ov), 5-187 (Ross Taylor, 38.3 ov), 6-188 (Neil Broom, 39.4 ov), 7-190 (Daniel Vettori, 40.3 ov), 8-194 (Jacob Oram, 42.3 ov), 9-198 (Kyle Mills, 43.6 ov), 10-211 (Tim Southee, 46.3 ov)","Fall of wickets: 1-47 (Khalid Latif, 8.2 ov), 2-51 (Salman Butt, 10.6 ov), 3-51 (Younis Khan, 11.1 ov), 4-74 (Shoaib Malik, 16.6 ov), 5-82 (Umar Akmal, 19.5 ov), 6-84 (Shahid Afridi, 20.4 ov), 7-86 (Kamran Akmal, 21.2 ov), 8-86 (Abdul Razzaq, 23.1 ov), 9-101 (Umar Gul, 33.1 ov), 10-204 (Saeed Ajmal, 49.1 ov)",Pakistan v New Zealand ODI Series 2009/10,"New Zealand , elected to bat first",ODI no. 2927,2009/10
2088,South Africa,Zimbabwe,331/5,119 (34.3/50 ov),South Africa won by 212 runs,"Fall of wickets: 1-108 (Graeme Smith, 17.2 ov), 2-121 (AB de Villiers, 20.2 ov), 3-199 (Jacques Kallis, 33.4 ov), 4-240 (Alviro Petersen, 40.1 ov), 5-273 (Albie Morkel, 44.3 ov)","Fall of wickets: 1-0 (Hamilton Masakadza, 2.1 ov), 2-8 (Brendan Taylor, 3.3 ov), 3-40 (Stuart Matsikenyeri, 11.2 ov), 4-44 (Elton Chigumbura, 11.4 ov), 5-62 (Charles Coventry, 19.1 ov), 6-73 (Prosper Utseya, 22.4 ov), 7-90 (Graeme Cremer, 25.6 ov), 8-95 (Tatenda Taibu, 27.2 ov), 9-112 (Ray Price, 32.4 ov), 10-119 (Kyle Jarvis, 34.3 ov)",Zimbabwe tour of South Africa 2009/10,"Zimbabwe , elected to field first",ODI no. 2928,2009/10
2089,South Africa,England,250/9,252/3 (46/50 ov),England won by 7 wickets (with 24 balls remaining),"Fall of wickets: 1-27 (Graeme Smith, 5.6 ov), 2-38 (AB de Villiers, 8.3 ov), 3-111 (Jean-Paul Duminy, 23.2 ov), 4-131 (Hashim Amla, 26.6 ov), 5-155 (Ryan McLaren, 32.4 ov), 6-165 (Albie Morkel, 36.2 ov), 7-205 (Alviro Petersen, 43.4 ov), 8-222 (Roelof van der Merwe, 46.3 ov), 9-242 (Dale Steyn, 48.6 ov)","Fall of wickets: 1-28 (Andrew Strauss, 7.6 ov), 2-45 (Kevin Pietersen, 11.3 ov), 3-207 (Jonathan Trott, 41.3 ov)",England tour of South Africa 2009/10,"England , elected to field first",ODI no. 2929,2009/10
2090,South Africa,England,354/6,242 (41.3/50 ov),South Africa won by 112 runs,"Fall of wickets: 1-107 (Graeme Smith, 18.3 ov), 2-201 (Hashim Amla, 31.3 ov), 3-217 (Jean-Paul Duminy, 35.3 ov), 4-312 (AB de Villiers, 45.5 ov), 5-349 (Mark Boucher, 49.3 ov), 6-354 (Ryan McLaren, 49.6 ov)","Fall of wickets: 1-41 (Luke Wright, 5.3 ov), 2-58 (Andrew Strauss, 8.6 ov), 3-58 (Jonathan Trott, 9.3 ov), 4-142 (Kevin Pietersen, 24.6 ov), 5-150 (Eoin Morgan, 26.5 ov), 6-214 (Matt Prior, 36.1 ov), 7-223 (Paul Collingwood, 37.3 ov), 8-227 (Tim Bresnan, 38.4 ov), 9-236 (Stuart Broad, 39.6 ov), 10-242 (James Anderson, 41.3 ov)",England tour of South Africa 2009/10,"South Africa , elected to bat first",ODI no. 2930,2009/10
2091,South Africa,England,119,121/3 (31.2/50 ov),England won by 7 wickets (with 112 balls remaining),"Fall of wickets: 1-6 (Graeme Smith, 1.2 ov), 2-24 (Hashim Amla, 6.6 ov), 3-35 (Jean-Paul Duminy, 10.3 ov), 4-55 (AB de Villiers, 13.5 ov), 5-78 (Mark Boucher, 20.6 ov), 6-78 (Ryan McLaren, 22.5 ov), 7-84 (Johan Botha, 26.2 ov), 8-92 (Wayne Parnell, 29.5 ov), 9-112 (Morne Morkel, 33.6 ov), 10-119 (Alviro Petersen, 36.5 ov)","Fall of wickets: 1-74 (Andrew Strauss, 16.5 ov), 2-80 (Kevin Pietersen, 18.4 ov), 3-83 (Paul Collingwood, 21.4 ov)",England tour of South Africa 2009/10,"South Africa , elected to bat first",ODI no. 2931,2009/10
2092,India,Sri Lanka,414/7,411/8 (50 ov),India won by 3 runs,"Fall of wickets: 1-153 (Sachin Tendulkar, 19.3 ov), 2-309 (Virender Sehwag, 35.3 ov), 3-311 (MS Dhoni, 36.1 ov), 4-325 (Gautam Gambhir, 38.3 ov), 5-347 (Suresh Raina, 42.1 ov), 6-352 (Harbhajan Singh, 43.1 ov), 7-386 (Virat Kohli, 47.2 ov)","Fall of wickets: 1-188 (Upul Tharanga, 23.6 ov), 2-316 (Kumar Sangakkara, 36.3 ov), 3-328 (Sanath Jayasuriya, 37.3 ov), 4-339 (Tillakaratne Dilshan, 39.1 ov), 5-345 (Mahela Jayawardene, 40.2 ov), 6-401 (Thilina Kandamby, 48.2 ov), 7-404 (Thilan Samaraweera, 48.6 ov), 8-409 (Angelo Mathews, 49.4 ov)",Sri Lanka tour of India 2009/10,"Sri Lanka , elected to field first",ODI no. 2932,2009/10
2093,India,Sri Lanka,301/7,302/7 (49.1/50 ov),Sri Lanka won by 3 wickets (with 5 balls remaining),"Fall of wickets: 1-4 (Virender Sehwag, 0.4 ov), 2-19 (Gautam Gambhir, 4.1 ov), 3-81 (Sachin Tendulkar, 16.5 ov), 4-132 (Virat Kohli, 26.3 ov), 5-258 (Suresh Raina, 46.2 ov), 6-300 (MS Dhoni, 49.3 ov), 7-301 (Harbhajan Singh, 49.6 ov)","Fall of wickets: 1-102 (Upul Tharanga, 13.6 ov), 2-147 (Kumar Sangakkara, 21.4 ov), 3-213 (Tillakaratne Dilshan, 35.5 ov), 4-232 (Mahela Jayawardene, 39.1 ov), 5-264 (Thilina Kandamby, 44.3 ov), 6-267 (Chamara Kapugedera, 44.5 ov), 7-285 (Suraj Randiv, 47.2 ov)",Sri Lanka tour of India 2009/10,"India , elected to bat first",ODI no. 2933,2009/10
2094,Sri Lanka,India,239,243/3 (42.3/50 ov),India won by 7 wickets (with 45 balls remaining),"Fall of wickets: 1-65 (Tillakaratne Dilshan, 6.2 ov), 2-165 (Kumar Sangakkara, 22.3 ov), 3-169 (Upul Tharanga, 24.4 ov), 4-173 (Mahela Jayawardene, 25.6 ov), 5-204 (Chamara Kapugedera, 34.3 ov), 6-210 (Thilina Kandamby, 35.5 ov), 7-210 (Suraj Randiv, 35.6 ov), 8-218 (Nuwan Kulasekara, 38.1 ov), 9-236 (Ajantha Mendis, 42.6 ov), 10-239 (Lasith Malinga, 44.2 ov)","Fall of wickets: 1-55 (Virender Sehwag, 6.6 ov), 2-127 (Gautam Gambhir, 21.3 ov), 3-169 (Yuvraj Singh, 32.5 ov)",Sri Lanka tour of India 2009/10,"Sri Lanka , elected to bat first",ODI no. 2934,2009/10
2095,Sri Lanka,India,315/6,317/3 (48.1/50 ov),India won by 7 wickets (with 11 balls remaining),"Fall of wickets: 1-31 (Tillakaratne Dilshan, 7.6 ov), 2-72 (Sanath Jayasuriya, 12.5 ov), 3-198 (Kumar Sangakkara, 36.3 ov), 4-234 (Upul Tharanga, 42.1 ov), 5-271 (Thisara Perera, 45.1 ov), 6-287 (Mahela Jayawardene, 47.2 ov)","Fall of wickets: 1-13 (Virender Sehwag, 1.4 ov), 2-23 (Sachin Tendulkar, 3.4 ov), 3-247 (Virat Kohli, 39.2 ov)",Sri Lanka tour of India 2009/10,"Sri Lanka , elected to bat first",ODI no. 2935,2009/10
2096,Bangladesh,Sri Lanka,260/7,261/3 (44.5/50 ov),Sri Lanka won by 7 wickets (with 31 balls remaining),"Fall of wickets: 1-65 (Imrul Kayes, 12.5 ov), 2-71 (Tamim Iqbal, 13.6 ov), 3-71 (Raqibul Hasan, 14.6 ov), 4-74 (Shakib Al Hasan, 16.4 ov), 5-132 (Mushfiqur Rahim, 31.4 ov), 6-227 (Mahmudullah, 47.3 ov), 7-238 (Mohammad Ashraful, 48.3 ov)","Fall of wickets: 1-35 (Upul Tharanga, 3.5 ov), 2-183 (Kumar Sangakkara, 29.1 ov), 3-242 (Tillakaratne Dilshan, 41.5 ov)",Tri-Nation Tournament in Bangladesh,"Sri Lanka , elected to field first",ODI no. 2937,2009/10
2097,India,Sri Lanka,279/9,283/5 (48/50 ov),Sri Lanka won by 5 wickets (with 12 balls remaining),"Fall of wickets: 1-14 (Gautam Gambhir, 2.6 ov), 2-62 (Virat Kohli, 6.5 ov), 3-71 (Virender Sehwag, 8.4 ov), 4-170 (MS Dhoni, 31.2 ov), 5-198 (Yuvraj Singh, 37.5 ov), 6-263 (Suresh Raina, 45.5 ov), 7-264 (Harbhajan Singh, 46.1 ov), 8-268 (Zaheer Khan, 47.1 ov), 9-275 (Ravindra Jadeja, 49.2 ov)","Fall of wickets: 1-48 (Lahiru Thirimanne, 8.3 ov), 2-77 (Upul Tharanga, 15.4 ov), 3-199 (Kumar Sangakkara, 36.2 ov), 4-217 (Thilina Kandamby, 40.5 ov), 5-226 (Suraj Randiv, 43.3 ov)",Tri-Nation Tournament in Bangladesh,"Sri Lanka , elected to field first",ODI no. 2938,2009/10
2098,Bangladesh,India,296/6,297/4 (47.3/50 ov),India won by 6 wickets (with 15 balls remaining),"Fall of wickets: 1-80 (Tamim Iqbal, 10.6 ov), 2-148 (Mohammad Ashraful, 27.5 ov), 3-156 (Shakib Al Hasan, 29.3 ov), 4-188 (Imrul Kayes, 34.1 ov), 5-206 (Mushfiqur Rahim, 37.6 ov), 6-238 (Raqibul Hasan, 44.2 ov)","Fall of wickets: 1-28 (Virender Sehwag, 3.1 ov), 2-49 (Gautam Gambhir, 7.3 ov), 3-51 (Yuvraj Singh, 8.1 ov), 4-203 (Virat Kohli, 34.6 ov)",Tri-Nation Tournament in Bangladesh,"Bangladesh , elected to bat first",ODI no. 2939,2009/10
2099,Bangladesh,Sri Lanka,249/9,252/1 (42.5/50 ov),Sri Lanka won by 9 wickets (with 43 balls remaining),"Fall of wickets: 1-44 (Tamim Iqbal, 7.4 ov), 2-73 (Mohammad Ashraful, 13.1 ov), 3-88 (Imrul Kayes, 17.5 ov), 4-165 (Raqibul Hasan, 37.1 ov), 5-199 (Shakib Al Hasan, 42.1 ov), 6-211 (Mushfiqur Rahim, 43.2 ov), 7-223 (Naeem Islam, 44.4 ov), 8-227 (Abdur Razzak, 45.3 ov), 9-231 (Rubel Hossain, 46.4 ov)","Fall of wickets: 1-215 (Mahela Jayawardene, 37.5 ov)",Tri-Nation Tournament in Bangladesh,"Sri Lanka , elected to field first",ODI no. 2940,2009/10
2100,Sri Lanka,India,213,214/2 (32.4/50 ov),India won by 8 wickets (with 104 balls remaining),"Fall of wickets: 1-0 (Upul Tharanga, 0.4 ov), 2-42 (Tillakaratne Dilshan, 5.3 ov), 3-60 (Mahela Jayawardene, 9.1 ov), 4-61 (Thilan Samaraweera, 10.2 ov), 5-66 (Thilina Kandamby, 13.5 ov), 6-84 (Thisara Perera, 18.2 ov), 7-143 (Kumar Sangakkara, 29.4 ov), 8-202 (Thilan Thushara, 43.3 ov), 9-209 (Suraj Randiv, 44.2 ov), 10-213 (Chanaka Welegedara, 46.1 ov)","Fall of wickets: 1-89 (Dinesh Karthik, 11.3 ov), 2-161 (Gautam Gambhir, 28.3 ov)",Tri-Nation Tournament in Bangladesh,"Sri Lanka , elected to bat first",ODI no. 2941,2009/10
2101,Bangladesh,India,247/6,249/4 (43/50 ov),India won by 6 wickets (with 42 balls remaining),"Fall of wickets: 1-10 (Imrul Kayes, 2.1 ov), 2-15 (Mohammad Ashraful, 3.5 ov), 3-60 (Tamim Iqbal, 13.2 ov), 4-67 (Raqibul Hasan, 17.4 ov), 5-95 (Mushfiqur Rahim, 23.6 ov), 6-201 (Shakib Al Hasan, 45.2 ov)","Fall of wickets: 1-64 (Dinesh Karthik, 11.5 ov), 2-87 (Gautam Gambhir, 15.3 ov), 3-133 (Yuvraj Singh, 23.4 ov), 4-201 (MS Dhoni, 36.1 ov)",Tri-Nation Tournament in Bangladesh,"India , elected to field first",ODI no. 2942,2009/10
2102,India,Sri Lanka,245,249/6 (48.3/50 ov),Sri Lanka won by 4 wickets (with 9 balls remaining),"Fall of wickets: 1-1 (Gautam Gambhir, 0.3 ov), 2-4 (Virat Kohli, 1.6 ov), 3-16 (Yuvraj Singh, 3.3 ov), 4-47 (MS Dhoni, 8.5 ov), 5-60 (Virender Sehwag, 10.4 ov), 6-166 (Ravindra Jadeja, 34.2 ov), 7-213 (Harbhajan Singh, 42.5 ov), 8-233 (Zaheer Khan, 44.5 ov), 9-237 (Suresh Raina, 45.3 ov), 10-245 (Sreesanth, 48.2 ov)","Fall of wickets: 1-0 (Upul Tharanga, 0.3 ov), 2-93 (Tillakaratne Dilshan, 16.1 ov), 3-109 (Kumar Sangakkara, 19.1 ov), 4-157 (Thilan Samaraweera, 31.6 ov), 5-189 (Thilina Kandamby, 38.4 ov), 6-228 (Suraj Randiv, 46.4 ov)",Tri-Nation Tournament in Bangladesh,"Sri Lanka , elected to field first",ODI no. 2943,2009/10
2103,Pakistan,Australia,274,275/5 (48.3/50 ov),Australia won by 5 wickets (with 9 balls remaining),"Fall of wickets: 1-62 (Kamran Akmal, 12.5 ov), 2-117 (Salman Butt, 22.2 ov), 3-123 (Mohammad Yousuf, 24.4 ov), 4-156 (Umar Akmal, 30.2 ov), 5-205 (Shoaib Malik, 40.1 ov), 6-221 (Younis Khan, 43.1 ov), 7-227 (Mohammad Amir, 43.4 ov), 8-269 (Shahid Afridi, 46.6 ov), 9-274 (Saeed Ajmal, 48.6 ov), 10-274 (Mohammad Asif, 49.4 ov)","Fall of wickets: 1-16 (Shane Watson, 3.3 ov), 2-37 (Shaun Marsh, 8.4 ov), 3-84 (Ricky Ponting, 17.6 ov), 4-186 (Michael Clarke, 36.3 ov), 5-260 (Cameron White, 46.2 ov)",Pakistan tour of Australia 2009/10,"Pakistan , elected to bat first",ODI no. 2944,2009/10
2104,Australia,Pakistan,267/6,127 (37.3/50 ov),Australia won by 140 runs,"Fall of wickets: 1-100 (Shane Watson, 19.5 ov), 2-114 (Shaun Marsh, 23.3 ov), 3-138 (Ricky Ponting, 29.4 ov), 4-166 (Michael Clarke, 35.4 ov), 5-221 (Michael Hussey, 45.2 ov), 6-261 (Cameron White, 49.3 ov)","Fall of wickets: 1-7 (Salman Butt, 4.3 ov), 2-7 (Younis Khan, 4.6 ov), 3-32 (Kamran Akmal, 10.6 ov), 4-32 (Umar Akmal, 11.2 ov), 5-42 (Shoaib Malik, 16.6 ov), 6-58 (Shahid Afridi, 21.4 ov), 7-71 (Mohammad Amir, 24.6 ov), 8-117 (Naved-ul-Hasan, 32.6 ov), 9-123 (Mohammad Yousuf, 35.2 ov), 10-127 (Saeed Ajmal, 37.3 ov)",Pakistan tour of Australia 2009/10,"Pakistan , elected to field first",ODI no. 2945,2009/10
2105,Australia,Pakistan,286/6,246 (47.4/50 ov),Australia won by 40 runs,"Fall of wickets: 1-63 (Shane Watson, 12.6 ov), 2-64 (Ricky Ponting, 13.5 ov), 3-149 (Shaun Marsh, 31.6 ov), 4-204 (Cameron White, 42.4 ov), 5-284 (Michael Hussey, 49.3 ov), 6-284 (Michael Clarke, 49.4 ov)","Fall of wickets: 1-14 (Kamran Akmal, 1.6 ov), 2-47 (Salman Butt, 11.3 ov), 3-58 (Mohammad Yousuf, 12.5 ov), 4-60 (Younis Khan, 13.3 ov), 5-145 (Umar Akmal, 32.2 ov), 6-168 (Fawad Alam, 36.4 ov), 7-226 (Shahid Afridi, 43.2 ov), 8-226 (Umar Gul, 43.4 ov), 9-238 (Naved-ul-Hasan, 45.1 ov), 10-246 (Mohammad Asif, 47.4 ov)",Pakistan tour of Australia 2009/10,"Australia , elected to bat first",ODI no. 2946,2009/10
2106,Australia,Pakistan,277/8,142 (37.5/50 ov),Australia won by 135 runs,"Fall of wickets: 1-30 (Shaun Marsh, 6.5 ov), 2-55 (Brad Haddin, 11.3 ov), 3-77 (Michael Clarke, 14.5 ov), 4-110 (Ricky Ponting, 21.4 ov), 5-159 (Cameron White, 34.5 ov), 6-190 (James Hopes, 39.4 ov), 7-270 (Michael Hussey, 48.6 ov), 8-275 (Ryan Harris, 49.4 ov)","Fall of wickets: 1-2 (Salman Butt, 0.4 ov), 2-14 (Younis Khan, 4.1 ov), 3-38 (Kamran Akmal, 9.3 ov), 4-39 (Mohammad Yousuf, 9.5 ov), 5-99 (Fawad Alam, 27.1 ov), 6-125 (Umar Akmal, 29.2 ov), 7-125 (Naved-ul-Hasan, 29.3 ov), 8-131 (Shahid Afridi, 30.6 ov), 9-140 (Saeed Ajmal, 34.4 ov), 10-142 (Iftikhar Anjum, 37.5 ov)",Pakistan tour of Australia 2009/10,"Australia , elected to bat first",ODI no. 2947,2009/10
2107,Pakistan,Australia,212,213/8 (49.2/50 ov),Australia won by 2 wickets (with 4 balls remaining),"Fall of wickets: 1-0 (Salman Butt, 0.5 ov), 2-0 (Khalid Latif, 1.5 ov), 3-16 (Younis Khan, 8.5 ov), 4-76 (Shoaib Malik, 24.3 ov), 5-158 (Umar Akmal, 40.4 ov), 6-162 (Shahid Afridi, 41.4 ov), 7-180 (Sarfaraz Ahmed, 45.5 ov), 8-189 (Naved-ul-Hasan, 46.6 ov), 9-212 (Iftikhar Anjum, 49.2 ov), 10-212 (Fawad Alam, 49.3 ov)","Fall of wickets: 1-21 (Brad Haddin, 5.1 ov), 2-54 (Shaun Marsh, 11.4 ov), 3-73 (Cameron White, 16.5 ov), 4-122 (Ricky Ponting, 31.3 ov), 5-139 (Adam Voges, 35.1 ov), 6-150 (James Hopes, 38.6 ov), 7-178 (Mitchell Johnson, 44.3 ov), 8-210 (Nathan Hauritz, 49.1 ov)",Pakistan tour of Australia 2009/10,"Pakistan , elected to bat first",ODI no. 2948,2009/10
2108,New Zealand,Bangladesh,336/9,190 (43.5/50 ov),New Zealand won by 146 runs,"Fall of wickets: 1-1 (Brendon McCullum, 3.1 ov), 2-19 (Martin Guptill, 6.3 ov), 3-117 (Peter Ingram, 21.6 ov), 4-120 (James Franklin, 23.2 ov), 5-135 (Ross Taylor, 26.1 ov), 6-187 (Daniel Vettori, 35.6 ov), 7-310 (Neil Broom, 47.1 ov), 8-310 (Tim Southee, 47.3 ov), 9-328 (Jacob Oram, 49.1 ov)","Fall of wickets: 1-71 (Imrul Kayes, 10.4 ov), 2-84 (Mohammad Ashraful, 14.4 ov), 3-118 (Raqibul Hasan, 21.2 ov), 4-119 (Tamim Iqbal, 21.5 ov), 5-133 (Shakib Al Hasan, 27.1 ov), 6-144 (Mushfiqur Rahim, 28.5 ov), 7-167 (Mahmudullah, 35.2 ov), 8-173 (Shahadat Hossain, 37.5 ov), 9-190 (Naeem Islam, 43.4 ov), 10-190 (Shafiul Islam, 43.5 ov)",Bangladesh tour of New Zealand 2009/10,"New Zealand , elected to bat first",ODI no. 2949,2009/10
2109,Australia,West Indies,256/8,143 (34.2/50 ov),Australia won by 113 runs,"Fall of wickets: 1-50 (Shaun Marsh, 10.3 ov), 2-135 (Shane Watson, 26.5 ov), 3-144 (Ricky Ponting, 29.1 ov), 4-179 (Michael Clarke, 37.4 ov), 5-189 (Cameron White, 40.2 ov), 6-210 (Brad Haddin, 43.5 ov), 7-241 (Michael Hussey, 47.4 ov), 8-254 (Mitchell Johnson, 49.5 ov)","Fall of wickets: 1-11 (Chris Gayle, 2.1 ov), 2-12 (Runako Morton, 3.4 ov), 3-12 (Travis Dowlin, 4.2 ov), 4-44 (Narsingh Deonarine, 12.5 ov), 5-108 (Kieron Pollard, 24.5 ov), 6-111 (Lendl Simmons, 25.3 ov), 7-135 (Dwayne Smith, 30.4 ov), 8-136 (Denesh Ramdin, 31.1 ov), 9-143 (Nikita Miller, 33.6 ov), 10-143 (Ravi Rampaul, 34.2 ov)",West Indies tour of Australia 2009/10,"West Indies , elected to field first",ODI no. 2950,2009/10
2110,Bangladesh,New Zealand,183/8,185/5 (27.3/50 ov),New Zealand won by 5 wickets (with 135 balls remaining),"Fall of wickets: 1-5 (Tamim Iqbal, 1.5 ov), 2-11 (Imrul Kayes, 4.1 ov), 3-14 (Mohammad Ashraful, 8.1 ov), 4-23 (Shakib Al Hasan, 11.1 ov), 5-25 (Aftab Ahmed, 12.2 ov), 6-46 (Mahmudullah, 22.4 ov), 7-147 (Naeem Islam, 47.3 ov), 8-166 (Mushfiqur Rahim, 49.1 ov)","Fall of wickets: 1-9 (Brendon McCullum, 1.2 ov), 2-52 (Martin Guptill, 9.1 ov), 3-100 (Peter Ingram, 18.1 ov), 4-179 (Ross Taylor, 26.4 ov), 5-180 (Neil Broom, 26.6 ov)",Bangladesh tour of New Zealand 2009/10,"New Zealand , elected to field first",ODI no. 2951,2009/10
2111,West Indies,Australia,170,171/2 (26.3/50 ov),Australia won by 8 wickets (with 141 balls remaining),"Fall of wickets: 1-0 (Chris Gayle, 0.1 ov), 2-11 (Travis Dowlin, 3.6 ov), 3-11 (Runako Morton, 4.3 ov), 4-16 (Lendl Simmons, 6.2 ov), 5-62 (Narsingh Deonarine, 16.5 ov), 6-77 (Denesh Ramdin, 20.1 ov), 7-114 (Kieron Pollard, 28.6 ov), 8-125 (Nikita Miller, 31.3 ov), 9-170 (Ravi Rampaul, 39.3 ov), 10-170 (Dwayne Smith, 39.4 ov)","Fall of wickets: 1-51 (Shaun Marsh, 8.6 ov), 2-99 (Shane Watson, 15.1 ov)",West Indies tour of Australia 2009/10,"West Indies , elected to bat first",ODI no. 2952,2009/10
2112,Bangladesh,New Zealand,241/9,244/7 (44.5/50 ov),New Zealand won by 3 wickets (with 31 balls remaining),"Fall of wickets: 1-8 (Tamim Iqbal, 0.6 ov), 2-41 (Aftab Ahmed, 5.5 ov), 3-99 (Mohammad Ashraful, 20.3 ov), 4-183 (Shakib Al Hasan, 38.2 ov), 5-205 (Mushfiqur Rahim, 43.1 ov), 6-221 (Mahmudullah, 45.3 ov), 7-234 (Imrul Kayes, 47.2 ov), 8-234 (Naeem Islam, 48.1 ov), 9-241 (Shahadat Hossain, 49.6 ov)","Fall of wickets: 1-37 (Brendon McCullum, 5.3 ov), 2-75 (Peter Ingram, 10.5 ov), 3-89 (Ross Taylor, 14.6 ov), 4-160 (Daniel Vettori, 26.5 ov), 5-195 (Martin Guptill, 34.6 ov), 6-204 (Neil Broom, 36.5 ov), 7-210 (Jacob Oram, 37.5 ov)",Bangladesh tour of New Zealand 2009/10,"New Zealand , elected to field first",ODI no. 2953,2009/10
2113,Australia,West Indies,225,"6/0 (1/24 ov, target 151)",No result,"Fall of wickets: 1-28 (Tim Paine, 6.6 ov), 2-30 (Adam Voges, 7.4 ov), 3-78 (Ricky Ponting, 18.4 ov), 4-107 (Cameron White, 29.1 ov), 5-144 (Michael Clarke, 37.1 ov), 6-194 (Michael Hussey, 46.6 ov), 7-198 (James Hopes, 47.2 ov), 8-202 (Nathan Hauritz, 47.6 ov), 9-206 (Mitchell Johnson, 48.4 ov), 10-225 (Ryan Harris, 49.5 ov)","Did not bat: LMP Simmons, N Deonarine, WW Hinds, KA Pollard, D Ramdin †, DR Smith, DJG Sammy, NO Miller, R Rampaul",West Indies tour of Australia 2009/10,"West Indies , elected to field first",ODI no. 2954,2009/10
