team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Player_Of_The_Match,Match_number,Season
Netherlands,Bangladesh,160,166/4 (41.2/50 ov),Bangladesh won by 6 wickets (with 52 balls remaining),"Fall of wickets: 1-28 (Wesley Barresi, 9.1 ov), 2-37 (Mudassar Bukhari, 12.2 ov), 3-66 (Eric Szwarczynski, 22.5 ov), 4-79 (Tom Cooper, 25.1 ov), 5-113 (Alexei Kervezee, 33.3 ov), 6-127 (Tom de Grooth, 37.1 ov), 7-127 (Atse Buurman, 37.3 ov), 8-139 (Peter Borren, 40.3 ov), 9-141 (Pieter Seelaar, 42.6 ov), 10-160 (Adeel Raja, 46.2 ov)","Fall of wickets: 1-0 (Tamim Iqbal, 0.4 ov), 2-92 (Junaid Siddique, 20.5 ov), 3-151 (Shahriar Nafees, 35.5 ov), 4-153 (Shakib Al Hasan, 37.4 ov)",World Cup,"Netherlands , elected to bat first",Imrul Kayes,2010/11,"09.30 start, First Session 09.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15"
Zimbabwe,Pakistan,151/7,"164/3 (34.1/38 ov, target 162)",Pakistan won by 7 wickets (with 23 balls remaining) (D/L method),"Fall of wickets: 1-5 (Brendan Taylor, 0.5 ov), 2-5 (Regis Chakabva, 1.6 ov), 3-13 (Vusi Sibanda, 5.2 ov), 4-43 (Tatenda Taibu, 12.4 ov), 5-84 (Greg Lamb, 23.5 ov), 6-103 (Craig Ervine, 29.3 ov), 7-151 (Prosper Utseya, 39.4 ov)","Fall of wickets: 1-17 (Ahmed Shehzad, 3.4 ov), 2-99 (Mohammad Hafeez, 22.2 ov), 3-110 (Shahid Afridi, 23.3 ov)",World Cup,"Zimbabwe , elected to bat first",Umar Gul,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
South Africa,Ireland,272/7,141 (33.2/50 ov),South Africa won by 131 runs,"Fall of wickets: 1-24 (Hashim Amla, 4.4 ov), 2-52 (Graeme Smith, 9.4 ov), 3-84 (Morne van Wyk, 15.5 ov), 4-95 (Jacques Kallis, 20.3 ov), 5-117 (Faf du Plessis, 26.3 ov), 6-204 (Colin Ingram, 39.4 ov), 7-269 (Jean-Paul Duminy, 49.4 ov)","Fall of wickets: 1-8 (William Porterfield, 1.6 ov), 2-19 (Paul Stirling, 3.3 ov), 3-35 (Niall O'Brien, 8.5 ov), 4-51 (Ed Joyce, 11.5 ov), 5-92 (Kevin O'Brien, 21.3 ov), 6-92 (Gary Wilson, 21.5 ov), 7-107 (Alex Cusack, 25.5 ov), 8-123 (Trent Johnston, 29.5 ov), 9-137 (John Mooney, 32.4 ov), 10-141 (George Dockrell, 33.2 ov)",World Cup,"Ireland , elected to field first",Jean-Paul Duminy,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
Canada,Australia,211,212/3 (34.5/50 ov),Australia won by 7 wickets (with 91 balls remaining),"Fall of wickets: 1-41 (John Davison, 3.5 ov), 2-82 (Hiral Patel, 11.3 ov), 3-150 (Ashish Bagai, 28.2 ov), 4-157 (Jimmy Hansra, 29.6 ov), 5-157 (Zubin Surkari, 30.4 ov), 6-161 (Rizwan Cheema, 31.3 ov), 7-169 (Nitish Kumar, 36.3 ov), 8-195 (Harvir Baidwan, 41.2 ov), 9-204 (Balaji Rao, 43.6 ov), 10-211 (Karl Whatham, 45.4 ov)","Fall of wickets: 1-183 (Brad Haddin, 28.5 ov), 2-185 (Shane Watson, 29.3 ov), 3-207 (Ricky Ponting, 34.2 ov)",World Cup,"Canada , elected to bat first",Shane Watson,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
England,West Indies,243,225 (44.4/50 ov),England won by 18 runs,"Fall of wickets: 1-48 (Matt Prior, 9.1 ov), 2-79 (Andrew Strauss, 11.5 ov), 3-121 (Jonathan Trott, 21.6 ov), 4-134 (Ian Bell, 26.1 ov), 5-134 (Eoin Morgan, 27.2 ov), 6-151 (Ravi Bopara, 32.2 ov), 7-192 (James Tredwell, 39.2 ov), 8-216 (Luke Wright, 43.4 ov), 9-238 (Graeme Swann, 47.1 ov), 10-243 (Chris Tremlett, 48.4 ov)","Fall of wickets: 1-58 (Chris Gayle, 6.5 ov), 2-67 (Devon Smith, 8.6 ov), 3-91 (Darren Bravo, 12.6 ov), 4-113 (Darren Sammy, 17.1 ov), 5-118 (Devon Thomas, 19.4 ov), 6-150 (Kieron Pollard, 27.4 ov), 7-222 (Andre Russell, 41.2 ov), 8-223 (Ramnaresh Sarwan, 43.1 ov), 9-223 (Kemar Roach, 43.3 ov), 10-225 (Sulieman Benn, 44.4 ov)",World Cup,"England , elected to bat first",James Tredwell,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
Netherlands,Ireland,306,307/4 (47.4/50 ov),Ireland won by 6 wickets (with 14 balls remaining),"Fall of wickets: 1-7 (Eric Szwarczynski, 1.3 ov), 2-12 (Tom Cooper, 2.3 ov), 3-53 (Alexei Kervezee, 10.1 ov), 4-113 (Wesley Barresi, 21.5 ov), 5-234 (Ryan ten Doeschate, 39.5 ov), 6-287 (Peter Borren, 46.5 ov), 7-305 (Atse Buurman, 49.3 ov), 8-305 (Pieter Seelaar, 49.4 ov), 9-305 (Adeel Raja, 49.5 ov), 10-306 (Mudassar Bukhari, 49.6 ov)","Fall of wickets: 1-177 (William Porterfield, 26.6 ov), 2-179 (Paul Stirling, 27.3 ov), 3-233 (Ed Joyce, 38.1 ov), 4-279 (Gary Wilson, 44.3 ov)",World Cup,"Ireland , elected to field first",Paul Stirling,2010/11,"09.30 start, First Session 09.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15"
Sri Lanka,New Zealand,265/9,153 (35/50 ov),Sri Lanka won by 112 runs,"Fall of wickets: 1-13 (Upul Tharanga, 2.6 ov), 2-19 (Tillakaratne Dilshan, 4.3 ov), 3-164 (Mahela Jayawardene, 36.1 ov), 4-210 (Kumar Sangakkara, 41.4 ov), 5-219 (Thilan Samaraweera, 44.1 ov), 6-224 (Chamara Silva, 45.4 ov), 7-232 (Nuwan Kulasekara, 46.6 ov), 8-239 (Lasith Malinga, 47.5 ov), 9-260 (Muttiah Muralitharan, 49.2 ov)","Fall of wickets: 1-29 (Brendon McCullum, 6.2 ov), 2-33 (Martin Guptill, 7.1 ov), 3-82 (Jesse Ryder, 16.5 ov), 4-88 (Kane Williamson, 19.2 ov), 5-93 (Ross Taylor, 21.1 ov), 6-102 (Scott Styris, 23.5 ov), 7-115 (Nathan McCullum, 26.5 ov), 8-129 (James Franklin, 31.3 ov), 9-144 (Tim Southee, 33.4 ov), 10-153 (Hamish Bennett, 34.6 ov)",World Cup,"Sri Lanka , elected to bat first",Kumar Sangakkara,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
South Africa,Bangladesh,284/8,78 (28/50 ov),South Africa won by 206 runs,"Fall of wickets: 1-98 (Graeme Smith, 20.4 ov), 2-107 (Hashim Amla, 22.3 ov), 3-141 (Jean-Paul Duminy, 29.6 ov), 4-223 (Jacques Kallis, 44.3 ov), 5-245 (Morne van Wyk, 46.4 ov), 6-249 (Faf du Plessis, 47.3 ov), 7-273 (Johan Botha, 49.1 ov), 8-280 (Wayne Parnell, 49.4 ov)","Fall of wickets: 1-14 (Tamim Iqbal, 3.3 ov), 2-15 (Imrul Kayes, 5.4 ov), 3-21 (Junaid Siddique, 6.6 ov), 4-21 (Shahriar Nafees, 7.6 ov), 5-36 (Mushfiqur Rahim, 15.1 ov), 6-58 (Mahmudullah, 21.3 ov), 7-61 (Shakib Al Hasan, 23.4 ov), 8-61 (Shafiul Islam, 23.6 ov), 9-62 (Abdur Razzak, 24.6 ov), 10-78 (Naeem Islam, 27.6 ov)",World Cup,"South Africa , elected to bat first",Lonwabo Tsotsobe,2010/11,"09.30 start, First Session 09.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15"
Australia,Pakistan,176,178/6 (41/50 ov),Pakistan won by 4 wickets (with 54 balls remaining),"Fall of wickets: 1-12 (Shane Watson, 4.3 ov), 2-75 (Ricky Ponting, 18.4 ov), 3-90 (Brad Haddin, 23.4 ov), 4-117 (Cameron White, 30.1 ov), 5-134 (Michael Clarke, 34.4 ov), 6-144 (Michael Hussey, 37.4 ov), 7-147 (Mitchell Johnson, 38.4 ov), 8-169 (Jason Krejza, 44.3 ov), 9-176 (Steven Smith, 45.5 ov), 10-176 (Brett Lee, 46.4 ov)","Fall of wickets: 1-12 (Mohammad Hafeez, 2.4 ov), 2-45 (Kamran Akmal, 8.4 ov), 3-98 (Younis Khan, 22.4 ov), 4-98 (Misbah-ul-Haq, 22.5 ov), 5-139 (Asad Shafiq, 31.6 ov), 6-142 (Shahid Afridi, 32.5 ov)",World Cup,"Australia , elected to bat first",Umar Akmal,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
Zimbabwe,Kenya,308/6,147 (36/50 ov),Zimbabwe won by 161 runs,"Fall of wickets: 1-32 (Regis Chakabva, 8.6 ov), 2-36 (Brendan Taylor, 9.4 ov), 3-146 (Vusi Sibanda, 29.1 ov), 4-165 (Tatenda Taibu, 32.4 ov), 5-270 (Elton Chigumbura, 46.6 ov), 6-276 (Craig Ervine, 47.6 ov)","Fall of wickets: 1-3 (David Obuya, 0.5 ov), 2-10 (Collins Obuya, 3.3 ov), 3-27 (Steve Tikolo, 7.3 ov), 4-44 (Tanmay Mishra, 10.3 ov), 5-44 (Alex Obanda, 11.4 ov), 6-73 (Thomas Odoyo, 19.5 ov), 7-95 (Rakep Patel, 24.6 ov), 8-101 (Peter Ongondo, 25.2 ov), 9-124 (Elijah Otieno, 31.2 ov), 10-147 (James Ngoche, 35.6 ov)",World Cup,"Zimbabwe , elected to bat first",Craig Ervine,2010/11,"09.30 start, First Session 09.30-13.00, Interval 13.00-13.45, Second Session 13.45-17.15"
India,West Indies,268,188 (43/50 ov),India won by 80 runs,"Fall of wickets: 1-8 (Sachin Tendulkar, 0.6 ov), 2-51 (Gautam Gambhir, 8.3 ov), 3-173 (Virat Kohli, 32.2 ov), 4-218 (MS Dhoni, 41.4 ov), 5-232 (Suresh Raina, 43.5 ov), 6-240 (Yuvraj Singh, 44.6 ov), 7-251 (Yusuf Pathan, 46.4 ov), 8-259 (Harbhajan Singh, 47.5 ov), 9-267 (Zaheer Khan, 48.5 ov), 10-268 (Munaf Patel, 49.1 ov)","Fall of wickets: 1-34 (Kirk Edwards, 6.2 ov), 2-91 (Darren Bravo, 16.6 ov), 3-154 (Devon Smith, 30.3 ov), 4-157 (Kieron Pollard, 31.5 ov), 5-160 (Devon Thomas, 34.2 ov), 6-162 (Darren Sammy, 35.3 ov), 7-165 (Andre Russell, 36.6 ov), 8-179 (Sulieman Benn, 39.6 ov), 9-182 (Ramnaresh Sarwan, 41.1 ov), 10-188 (Ravi Rampaul, 42.6 ov)",World Cup,"India , elected to bat first",Yuvraj Singh,2010/11,"14.30 start, First Session 14.30-18.00, Interval 18.00-18.45, Second Session 18.45-22.15"
West Indies,Pakistan,112,113/0 (20.5/50 ov),Pakistan won by 10 wickets (with 175 balls remaining),"Fall of wickets: 1-14 (Chris Gayle, 2.5 ov), 2-16 (Devon Smith, 5.1 ov), 3-16 (Darren Bravo, 5.4 ov), 4-58 (Ramnaresh Sarwan, 24.1 ov), 5-69 (Kieron Pollard, 26.4 ov), 6-69 (Devon Thomas, 26.5 ov), 7-71 (Darren Sammy, 27.2 ov), 8-71 (Devendra Bishoo, 27.5 ov), 9-111 (Kemar Roach, 42.2 ov), 10-112 (Ravi Rampaul, 43.3 ov)","Did not bat: Asad Shafiq, Younis Khan, Misbah-ul-Haq, Umar Akmal, Abdul Razzaq, Shahid Afridi (c), Umar Gul, Wahab Riaz, Saeed Ajmal",World Cup,"West Indies , elected to bat first",Mohammad Hafeez,ODI no. 3142,2010/11
Australia,India,260/6,261/5 (47.4/50 ov),India won by 5 wickets (with 14 balls remaining),"Fall of wickets: 1-40 (Shane Watson, 9.6 ov), 2-110 (Brad Haddin, 22.5 ov), 3-140 (Michael Clarke, 30.4 ov), 4-150 (Michael Hussey, 33.3 ov), 5-190 (Cameron White, 41.2 ov), 6-245 (Ricky Ponting, 48.3 ov)","Fall of wickets: 1-44 (Virender Sehwag, 8.1 ov), 2-94 (Sachin Tendulkar, 18.1 ov), 3-143 (Virat Kohli, 28.3 ov), 4-168 (Gautam Gambhir, 33.2 ov), 5-187 (MS Dhoni, 37.3 ov)",World Cup,"Australia , elected to bat first",Yuvraj Singh,ODI no. 3143,2010/11
New Zealand,South Africa,221/8,172 (43.2/50 ov),New Zealand won by 49 runs,"Fall of wickets: 1-5 (Brendon McCullum, 2.1 ov), 2-16 (Martin Guptill, 5.6 ov), 3-130 (Ross Taylor, 32.6 ov), 4-153 (Scott Styris, 37.2 ov), 5-156 (Jesse Ryder, 38.5 ov), 6-188 (Nathan McCullum, 45.3 ov), 7-204 (Jacob Oram, 48.1 ov), 8-210 (Daniel Vettori, 48.5 ov)","Fall of wickets: 1-8 (Hashim Amla, 0.6 ov), 2-69 (Graeme Smith, 14.2 ov), 3-108 (Jacques Kallis, 24.1 ov), 4-121 (Jean-Paul Duminy, 27.4 ov), 5-121 (AB de Villiers, 27.6 ov), 6-128 (Johan Botha, 32.5 ov), 7-132 (Robin Peterson, 34.2 ov), 8-146 (Dale Steyn, 37.4 ov), 9-172 (Faf du Plessis, 42.5 ov), 10-172 (Morne Morkel, 43.2 ov)",World Cup,"New Zealand , elected to bat first",Jacob Oram,ODI no. 3144,2010/11
England,Sri Lanka,229/6,231/0 (39.3/50 ov),Sri Lanka won by 10 wickets (with 63 balls remaining),"Fall of wickets: 1-29 (Andrew Strauss, 7.6 ov), 2-31 (Ian Bell, 8.6 ov), 3-95 (Ravi Bopara, 26.6 ov), 4-186 (Eoin Morgan, 42.6 ov), 5-186 (Graeme Swann, 43.1 ov), 6-212 (Jonathan Trott, 48.3 ov)","Did not bat: KC Sangakkara (c) †, DPMD Jayawardene, TT Samaraweera, LPC Silva, AD Mathews, SL Malinga, HMRKB Herath, BAW Mendis, M Muralitharan",World Cup,"England , elected to bat first",Tillakaratne Dilshan,ODI no. 3145,2010/11
New Zealand,Sri Lanka,217,220/5 (47.5/50 ov),Sri Lanka won by 5 wickets (with 13 balls remaining),"Fall of wickets: 1-32 (Brendon McCullum, 7.1 ov), 2-69 (Jesse Ryder, 18.3 ov), 3-84 (Martin Guptill, 21.3 ov), 4-161 (Ross Taylor, 39.1 ov), 5-192 (Kane Williamson, 43.3 ov), 6-204 (Nathan McCullum, 45.1 ov), 7-213 (Scott Styris, 46.6 ov), 8-215 (Jacob Oram, 47.4 ov), 9-217 (Tim Southee, 48.3 ov), 10-217 (Andy McKay, 48.5 ov)","Fall of wickets: 1-40 (Upul Tharanga, 7.2 ov), 2-160 (Tillakaratne Dilshan, 32.4 ov), 3-161 (Mahela Jayawardene, 33.1 ov), 4-169 (Kumar Sangakkara, 36.2 ov), 5-185 (Chamara Silva, 42.2 ov)",World Cup,"New Zealand , elected to bat first",Kumar Sangakkara,ODI no. 3146,2010/11
India,Pakistan,260/9,231 (49.5/50 ov),India won by 29 runs,"Fall of wickets: 1-48 (Virender Sehwag, 5.5 ov), 2-116 (Gautam Gambhir, 18.5 ov), 3-141 (Virat Kohli, 25.2 ov), 4-141 (Yuvraj Singh, 25.3 ov), 5-187 (Sachin Tendulkar, 36.6 ov), 6-205 (MS Dhoni, 41.4 ov), 7-236 (Harbhajan Singh, 46.4 ov), 8-256 (Zaheer Khan, 49.2 ov), 9-258 (Ashish Nehra, 49.5 ov)","Fall of wickets: 1-44 (Kamran Akmal, 8.6 ov), 2-70 (Mohammad Hafeez, 15.3 ov), 3-103 (Asad Shafiq, 23.5 ov), 4-106 (Younis Khan, 25.4 ov), 5-142 (Umar Akmal, 33.1 ov), 6-150 (Abdul Razzaq, 36.2 ov), 7-184 (Shahid Afridi, 41.5 ov), 8-199 (Wahab Riaz, 44.5 ov), 9-208 (Umar Gul, 46.1 ov), 10-231 (Misbah-ul-Haq, 49.5 ov)",World Cup,"India , elected to bat first",Sachin Tendulkar,ODI no. 3147,2010/11
Sri Lanka,India,274/6,277/4 (48.2/50 ov),India won by 6 wickets (with 10 balls remaining),"Fall of wickets: 1-17 (Upul Tharanga, 6.1 ov), 2-60 (Tillakaratne Dilshan, 16.3 ov), 3-122 (Kumar Sangakkara, 27.5 ov), 4-179 (Thilan Samaraweera, 38.1 ov), 5-182 (Chamara Kapugedera, 39.5 ov), 6-248 (Nuwan Kulasekara, 47.6 ov)","Fall of wickets: 1-0 (Virender Sehwag, 0.2 ov), 2-31 (Sachin Tendulkar, 6.1 ov), 3-114 (Virat Kohli, 21.4 ov), 4-223 (Gautam Gambhir, 41.2 ov)",World Cup,"Sri Lanka , elected to bat first",MS Dhoni,India won the 2010/11 ICC Cricket World Cup,ODI no. 3148
Australia,Bangladesh,270/7,210/5 (50 ov),Australia won by 60 runs,"Fall of wickets: 1-16 (Brad Haddin, 3.2 ov), 2-81 (Ricky Ponting, 11.2 ov), 3-90 (Shane Watson, 13.2 ov), 4-138 (Cameron White, 29.3 ov), 5-222 (Michael Hussey, 45.1 ov), 6-225 (Steven Smith, 45.6 ov), 7-264 (Michael Clarke, 49.5 ov)","Fall of wickets: 1-8 (Imrul Kayes, 2.6 ov), 2-9 (Shahriar Nafees, 3.5 ov), 3-49 (Raqibul Hasan, 12.5 ov), 4-116 (Tamim Iqbal, 29.6 ov), 5-149 (Shakib Al Hasan, 41.1 ov)",Australia tour of Bangladesh 2011,"Bangladesh , elected to field first",Michael Clarke,ODI no. 3149,2011
Bangladesh,Australia,229/7,232/1 (26/50 ov),Australia won by 9 wickets (with 144 balls remaining),"Fall of wickets: 1-9 (Tamim Iqbal, 1.4 ov), 2-27 (Imrul Kayes, 10.6 ov), 3-28 (Raqibul Hasan, 11.4 ov), 4-65 (Shakib Al Hasan, 20.5 ov), 5-88 (Shahriar Nafees, 26.6 ov), 6-167 (Mahmudullah, 43.2 ov), 7-195 (Sohrawordi Shuvo, 47.2 ov)","Fall of wickets: 1-62 (Brad Haddin, 8.3 ov)",Australia tour of Bangladesh 2011,"Bangladesh , elected to bat first",Shane Watson,ODI no. 3150,2011
Australia,Bangladesh,361/8,295/6 (50 ov),Australia won by 66 runs,"Fall of wickets: 1-110 (Shane Watson, 11.5 ov), 2-129 (Ricky Ponting, 15.3 ov), 3-142 (Steven Smith, 18.6 ov), 4-231 (Michael Clarke, 35.4 ov), 5-239 (Callum Ferguson, 37.2 ov), 6-309 (Mitchell Johnson, 44.4 ov), 7-320 (Tim Paine, 46.4 ov), 8-350 (Michael Hussey, 49.1 ov)","Fall of wickets: 1-43 (Tamim Iqbal, 4.3 ov), 2-179 (Imrul Kayes, 30.5 ov), 3-197 (Shahriar Nafees, 34.4 ov), 4-221 (Shakib Al Hasan, 38.1 ov), 5-223 (Mushfiqur Rahim, 38.6 ov), 6-270 (Alok Kapali, 47.1 ov)",Australia tour of Bangladesh 2011,"Australia , elected to bat first",Michael Hussey,Australia won the 3-match series 3-0,ODI no. 3151
West Indies,Pakistan,221/6,222/2 (41.3/50 ov),Pakistan won by 8 wickets (with 51 balls remaining),"Fall of wickets: 1-30 (Devon Smith, 6.4 ov), 2-67 (Lendl Simmons, 19.1 ov), 3-77 (Marlon Samuels, 23.5 ov), 4-136 (Kirk Edwards, 38.4 ov), 5-174 (Dwayne Bravo, 44.3 ov), 6-177 (Darren Bravo, 44.5 ov)","Fall of wickets: 1-68 (Ahmed Shehzad, 12.4 ov), 2-88 (Mohammad Hafeez, 16.4 ov)",Pakistan tour of West Indies 2011,"West Indies , elected to bat first",Mohammad Hafeez,ODI no. 3152,2011
West Indies,Pakistan,220,223/3 (48/50 ov),Pakistan won by 7 wickets (with 12 balls remaining),"Fall of wickets: 1-24 (Devon Smith, 5.3 ov), 2-58 (Darren Bravo, 11.1 ov), 3-90 (Lendl Simmons, 20.3 ov), 4-108 (Kirk Edwards, 23.4 ov), 5-144 (Marlon Samuels, 32.1 ov), 6-148 (Dwayne Bravo, 33.3 ov), 7-173 (Carlton Baugh, 38.1 ov), 8-188 (Darren Sammy, 42.3 ov), 9-193 (Devendra Bishoo, 43.4 ov), 10-220 (Kemar Roach, 49.6 ov)","Fall of wickets: 1-66 (Mohammad Hafeez, 18.2 ov), 2-132 (Asad Shafiq, 33.2 ov), 3-193 (Ahmed Shehzad, 45.2 ov)",Pakistan tour of West Indies 2011,"Pakistan , elected to field first",Ahmed Shehzad,ODI no. 3153,2011
West Indies,Pakistan,171,"177/7 (40.1/45 ov, target 172)",Pakistan won by 3 wickets (with 29 balls remaining),"Fall of wickets: 1-6 (Devon Smith, 1.1 ov), 2-92 (Lendl Simmons, 20.5 ov), 3-118 (Darren Bravo, 27.2 ov), 4-131 (Marlon Samuels, 33.5 ov), 5-150 (Kirk Edwards, 36.1 ov), 6-158 (Darren Sammy, 38.3 ov), 7-158 (Dwayne Bravo, 38.5 ov), 8-161 (Kemar Roach, 40.6 ov), 9-162 (Andre Russell, 41.6 ov), 10-171 (Devendra Bishoo, 43.4 ov)","Fall of wickets: 1-9 (Ahmed Shehzad, 1.1 ov), 2-9 (Asad Shafiq, 1.2 ov), 3-12 (Mohammad Hafeez, 3.1 ov), 4-49 (Umar Akmal, 11.4 ov), 5-127 (Hammad Azam, 31.2 ov), 6-143 (Shahid Afridi, 33.2 ov), 7-148 (Mohammad Salman, 35.3 ov)",Pakistan tour of West Indies 2011,"Pakistan , elected to field first",Misbah-ul-Haq,ODI no. 3154,2011
Pakistan,West Indies,248/9,"154/4 (29.5 ov, target 154)",West Indies won by 1 run (D/L method),"Fall of wickets: 1-15 (Ahmed Shehzad, 4.3 ov), 2-168 (Asad Shafiq, 38.2 ov), 3-182 (Shahid Afridi, 40.4 ov), 4-210 (Misbah-ul-Haq, 43.5 ov), 5-219 (Mohammad Hafeez, 45.1 ov), 6-220 (Hammad Azam, 45.4 ov), 7-220 (Mohammad Salman, 46.1 ov), 8-236 (Usman Salahuddin, 48.4 ov), 9-244 (Tanvir Ahmed, 49.3 ov)","Fall of wickets: 1-1 (Kirk Edwards, 0.2 ov), 2-57 (Darren Bravo, 8.4 ov), 3-132 (Ramnaresh Sarwan, 24.3 ov), 4-135 (Lendl Simmons, 25.4 ov)",Pakistan tour of West Indies 2011,"West Indies , elected to field first",Mohammad Hafeez,ODI no. 3155,2011
Pakistan,West Indies,139,140/0 (23.3/50 ov),West Indies won by 10 wickets (with 159 balls remaining),"Fall of wickets: 1-16 (Taufeeq Umar, 4.3 ov), 2-48 (Ahmed Shehzad, 14.5 ov), 3-67 (Usman Salahuddin, 21.1 ov), 4-72 (Misbah-ul-Haq, 22.4 ov), 5-93 (Mohammad Hafeez, 28.2 ov), 6-108 (Umar Akmal, 30.6 ov), 7-113 (Shahid Afridi, 32.1 ov), 8-113 (Wahab Riaz, 32.4 ov), 9-127 (Saeed Ajmal, 38.4 ov), 10-139 (Junaid Khan, 41.2 ov)","Did not bat: DM Bravo, RR Sarwan, DJ Bravo, R Rampaul, DJG Sammy (c), CS Baugh †, MN Samuels, D Bishoo, A Martin",Pakistan tour of West Indies 2011,"Pakistan , elected to bat first",Lendl Simmons,Pakistan won the 5-match series 3-2,ODI no. 3156
Ireland,Pakistan,96,"97/3 (27.3/36 ov, target 95)",Pakistan won by 7 wickets (with 51 balls remaining) (D/L method),"Fall of wickets: 1-7 (Ed Joyce, 1.2 ov), 2-44 (Paul Stirling, 5.5 ov), 3-49 (Alex Cusack, 7.2 ov), 4-51 (William Porterfield, 8.3 ov), 5-66 (Kevin O'Brien, 11.3 ov), 6-66 (Andrew White, 11.4 ov), 7-84 (Gary Wilson, 17.3 ov), 8-91 (John Mooney, 18.3 ov), 9-96 (Trent Johnston, 19.5 ov), 10-96 (Boyd Rankin, 19.6 ov)","Fall of wickets: 1-73 (Taufeeq Umar, 22.2 ov), 2-82 (Mohammad Hafeez, 24.6 ov), 3-92 (Asad Shafiq, 26.3 ov)",Pakistan tour of Ireland 2011,"Pakistan , elected to field first",Junaid Khan,ODI no. 3157,2011
Ireland,Pakistan,238/8,242/5 (48.4/50 ov),Pakistan won by 5 wickets (with 8 balls remaining),"Fall of wickets: 1-65 (Ed Joyce, 14.3 ov), 2-108 (William Porterfield, 23.5 ov), 3-174 (Alex Cusack, 40.3 ov), 4-182 (Paul Stirling, 43.1 ov), 5-198 (Kevin O'Brien, 45.3 ov), 6-218 (John Mooney, 47.3 ov), 7-233 (Trent Johnston, 49.2 ov), 8-233 (Gary Wilson, 49.4 ov)","Fall of wickets: 1-2 (Mohammad Hafeez, 1.5 ov), 2-65 (Taufeeq Umar, 17.5 ov), 3-80 (Azhar Ali, 20.6 ov), 4-148 (Misbah-ul-Haq, 36.5 ov), 5-237 (Younis Khan, 48.1 ov)",Pakistan tour of Ireland 2011,"Ireland , elected to bat first",Paul Stirling,ODI no. 3158,2011
West Indies,India,214/9,217/6 (44.5/50 ov),India won by 4 wickets (with 31 balls remaining),"Fall of wickets: 1-23 (Lendl Simmons, 6.1 ov), 2-28 (Darren Bravo, 7.5 ov), 3-59 (Kirk Edwards, 18.2 ov), 4-141 (Ramnaresh Sarwan, 37.6 ov), 5-177 (Marlon Samuels, 42.4 ov), 6-191 (Dwayne Bravo, 44.5 ov), 7-198 (Carlton Baugh, 46.6 ov), 8-204 (Darren Sammy, 47.5 ov), 9-206 (Devendra Bishoo, 48.6 ov)","Fall of wickets: 1-29 (Parthiv Patel, 5.2 ov), 2-34 (Virat Kohli, 6.5 ov), 3-61 (S Badrinath, 15.3 ov), 4-104 (Shikhar Dhawan, 25.4 ov), 5-184 (Suresh Raina, 40.1 ov), 6-210 (Yusuf Pathan, 43.6 ov)",India tour of West Indies 2011,"West Indies , elected to bat first",Rohit Sharma,ODI no. 3159,2011
West Indies,India,240/9,"183/3 (33.4/37 ov, target 183)",India won by 7 wickets (with 20 balls remaining) (D/L method),"Fall of wickets: 1-57 (Kirk Edwards, 12.1 ov), 2-124 (Lendl Simmons, 26.5 ov), 3-175 (Marlon Samuels, 35.6 ov), 4-192 (Ramnaresh Sarwan, 40.6 ov), 5-192 (Kieron Pollard, 41.3 ov), 6-197 (Dwayne Bravo, 43.3 ov), 7-197 (Carlton Baugh, 43.4 ov), 8-228 (Ravi Rampaul, 48.2 ov), 9-229 (Devendra Bishoo, 48.5 ov)","Fall of wickets: 1-8 (Shikhar Dhawan, 2.1 ov), 2-128 (Parthiv Patel, 26.1 ov), 3-173 (Virat Kohli, 30.6 ov)",India tour of West Indies 2011,"India , elected to field first",Virat Kohli,ODI no. 3160,2011
